ISBN;title;author;year;publisher
3701182;Four Short Stories (Collins English Library Level 1);Margery Morris;1978;Pearson English Language Teaching
3701328;Dead in the Morning (Collins English Library Level 1);Jane Homeshaw;1980;Addison Wesley Longman ELT Division (a Pearson Education company)
3701352;Five Ghost Stories (Collins English Library Level 3);Viola Huggins;1980;Pearson English Language Teaching
3701387;Airport International: Level 4 - Intermediate (Nelson Readers);Brian Moynahan;1982;Penguin Longman Publishing
3701468;Three Sherlock Holmes Adventures (Collins English Library Level 2);Arthur Conan Doyle;1982;Pearson English Language Teaching
3701484;Experiences of Terror (Collins English Library Level 5);Roland John;1983;Addison Wesley Longman ELT Division (a Pearson Education company)
3701581;Fastline UK: Level 1 - Beginner (Nelson Readers);Jane Homeshaw;1987;Pearson English Language Teaching
3701727;The Man with Three Fingers (Collins English Library Level 1);John Tully;1987;Addison Wesley Longman ELT Division (a Pearson Education company)
4102169;Care for Your Gerbil;Tina Hearne;1985;HarperCollins Publishers
4105028;The Complete Works;William Shakespeare;1983;Trafalgar Square
4109066;Spain: Welcome to Spain (Welcome Guides);R. A. N. Dixon;1980;HarperCollins Publishers
4116941;Collins Encyclopedia of Fishing in Britain and Ireland;Michael Prichard;1982;HarperCollins Publishers
4121120;Learn to Paint Watercolours (Collins Learn to Paint);Alwyn Crawshaw;1986;HarperCollins Publishers
4123948;Cacti and Succulents (Collins Aura Garden Handbooks);Ken March;1988;HarperCollins Publishers
4125576;Collins Artist's Manual: The Complete Guide to Painting and Drawing, Materials and Techniques;Angela Gair;1992;HarperCollins Publishers
4126491;Watercolour Masterclass: Learning from Professional Artists at Work;Laurence Wood;1993;HarperCollins Publishers
4127382;The East India Company Book of Tea;Antony Wild;1995;Harpercollins
4127854;Amelia Saint George's Papercraft;Amelia Saint George;1996;HarperCollins Publishers
4133412;Gardens in Watercolour;Sharon Finmark;1998;Trafalgar Square Publishing
4133439;Light in Watercolour (Collins Learn to Paint);John Lidzey;1998;Trafalgar Square Publishing
4133803;Drawing Animals: A Step-By-Step Guide to Drawing Success;Peter Partington;1999;Trafalgar Square Publishing
4333349;The Collins Paperback Italian Dictionary;Catherine E. Love;1989;HarperCollins Publishers
4334787;Collins-Robert French-English, English-French Dictionary;B. T. S. Atkins;1983;Collins
4343859;"Collins dictionary of religious &amp; spiritual quotations";Edward Geoffrey Parrinder;1992;HarperCollins
4356373;The Complete Works;William Shakespeare;1983;Collins Liturgical Books
4481771;Collins Pocket Planet Earth Factfile;Moira Jones;1995;HarperCollins Publishers
4483642;Collins Paperback Atlas of the World;Henry H., Jr. Collins;1997;Harpercollins
4489640;Collins Ghost Hunters Great Britain;John Spencer;2000;Trafalgar Square Publishing
4585445;Collins Gem Dictionary, Spanish-English;Mike Gonzalez;1990;HarperCollins Publishers
4586298;Collins Gem Italian English English Ital;Collins;Unknown;Collins
4586654;Collins Gem Russian Dictionary: Russian English English Russian;Not Applicable (Na );1990;Harpercollins
4588010;Collins Gem Wild Flowers (Collins Gems);Marjorie Blamey;1980;HarperCollins Publishers
4588177;Night Sky (Collins Gem);Harper Collins;1985;HarperCollins Publishers
4588185;Collins Gem Insects (Collins Gems);Gordon Riley;1986;HarperCollins Publishers
4589777;Collins Gem French Dictionary: French-English English-French;HarperCollins;1993;Harpercollins
4595033;Collins Gem Flags of the World (Collins Gems);Edwin Moore;1986;HarperCollins Publishers
4700481;Collins Gem Spanish Dictionary: Spanish-English English-Spanish (Collins gem);HarperCollins;1993;Harper Collins Canada
4701674;Collins Gem Sas Survival Guide (Collins Gem);John Wiseman;1996;Harpercollins
4702816;Bible Guide (Collins Gem);Raymond Brown;1993;HarperCollins Publishers
4703723;Dictionary Of Economics-2Nd Ed;Christopher Pass;1991;Trafalgar Square
4704746;Complete Works of William Shakespeare: The Alexander Text (Collins Classics);William Shakespeare;1997;HarperCollins Publishers
4704754;Complete Works of William Shakespeare;William Shakespeare;1994;Collins
4704932;Collins Gem Fossils (Collins Gems);David Martill;1995;HarperCollins Publishers
4705408;Weddings Reference;Diagram Group;1994;HarperCollins (UK)
4705440;Collins Gem Photoguide Birds (Collins Gems);Jim Flegg;1994;HarperCollins Publishers
4707478;Collins Gem German Dictionary:  German-English, English-German;HarperCollins;1997;HarperResource
4707532;Collins Gem Irish Dictionary (Collins Gem);Seamus Mac Mathuna;1995;HarperResource
4708105;"Clans &amp; Tartans (Collins Pocket Reference S.)";George Way;1996;Trafalgar Square
4709721;Cats Photo Guide (Collins Gem);Deborah Gill;1998;HarperCollins Publishers
4709934;Collins Gem French Verb Tables;HarperCollins;1994;HarperResource
4709950;"Jane's Tank &amp; Combat Vehicle Recognition Guide (Jane's Recognition Guides)";Christopher F. Foss;1996;HarperResource
4720148;Bomber Command 1939-1945 (Collins Gem);Richard Overy;1997;HarperCollins Publishers
4720164;Patience Card Games (Collins Gem);Diagram Group;1996;HarperCollins Publishers
4720601;Dictionary of Curious Phrases;Leslie Dunkling;1998;Collins
4720695;Irish Dancing (Collins Pocket Reference);Tom Quinn;1998;Trafalgar Square
4720741;"Italian Phrase Book &amp; Dictionary (Collins Phrase Book &amp; Dictionaries)";Harper Collins;1999;HarperCollins UK
4722124;Jane's Aircraft Recognition Guide (Jane's Aircraft Recognition Guide);David Rendall;1999;HarperResource
4722639;Whisky (Collins Gem);Carol P. Shaw;1999;Trafalgar Square Publishing
4722647;Jane's Gem Modern Civil Aircraft (The Popular Jane's Gems Series);Richard Aboulafia;1999;HarperResource
4723023;Collins Gem Sas Survival Guide (Collins Gem);John Wiseman;1999;HarperCollins Publishers
4723171;Card Games (Collins Gem);Harpercollins Uk;1999;HarperCollins Publishers
4723201;Yoga (Collins Gem);Patricia Ralston;1999;HarperCollins UK
4723708;Mythology (Collins Gem);C. M. Braysher;2000;Trafalgar Square Publishing
4723724;Collins Complete Works of Oscar Wilde: Centenary Edition;Oscar Wilde;1999;HarperCollins Publishers
4724097;Collins Gem Portuguese Dictionary English-Portuguese, Portuguese-English;Harper Collins;2000;HarperResource
4724119;Collins Gem Italian Dictionary, 5e (Collins Gem);Harpercollins;2001;HarperResource
4725018;"Clans &amp; Tartans   0004725018";George Way;2000;HarperCollins (UK)
4725042;Scottish Surnames;David Dorward;2000;Trafalgar Square
5128412;Good News Bible: Sunrise;Annie Vallotton;1994;HarperCollins Publishers
6117252;The Golden Rendezvous;Alistair Maclean;1970;HarperCollins Publishers Inc
6119190;BRIDE OF PENDORRIC;Holt Victoria;1969;HarperCollins Publishers
6119875;KING OF THE CASTLE;Holt Victoria;1969;HarperCollins Publishers
6121071;World of Suzie Wong;Richard Mason;1969;HarperCollins Publishers
6125107;SATAN BUG;Maclean Alistair;1970;HarperCollins Publishers
6127665;All Else Is Folly;Catherine Gaskin;1971;HarperCollins Publishers
6131409;The Trojan horse;Hammond Innes;1973;Fontana
6132138;Rest and Be Thankful;Helen MacInnes;1973;Fontana
6135889;The Distant Laughter;Bryan Forbes;1987;HarperCollins Publishers
6135986;Woman Destroyed;Simone De Beauvoir;Unknown;Fontana Paperbacks
6136753;The honey bird, and other African stories;Stuart Cloete;1974;Fontana
6140823;Ross Poldark :POLDARK;Winston Graham;Unknown;Collins
6143199;SNOW TIGER;Bagley Desmond;1976;HarperCollins Publishers
6143490;HOUSE OF 1000 LANTERNS;Holt Victoria;1976;HarperCollins Publishers
6145922;NORTH STAR;Innes Hammond;1977;HarperCollins Publishers
6148891;Circus;Alistair Maclean;1977;HarperCollins Publishers
6149995;LORD OF THE FAR ISLAND;Victoria Holt;1977;HarperCollins Publishers
6150624;The Fifth Fontana Book of Great Horror Stories;Mary Danby;1982;HarperCollins Publishers
6150713;Agent in Place;Macinnes Helen;1977;HarperCollins Publishers
6150853;The BLACK MOON;Winston Graham;1996;HarperCollins Publishers
6152988;Message from Malaga;MacInnes Helen;1986;HarperCollins Publishers
6154298;A Cage of Ice;Duncan Kyle;1987;HarperCollins Publishers
6154751;The Bear's Whelp: The Autobiography of Robert Dudley, Duke of Northumberland, Earl of Warwick and Earl of Leicester in the Holy Roman Empire;Derek Wilson;1979;HarperCollins Publishers
6156487;Saturday City;Jan Webster;1982;HarperCollins Publishers
6156789;Black Camelot;Kyle Duncan;1979;HarperCollins Publishers
6157114;Summer of the Spanish Woman;Catherine Gaskin;1979;HarperCollins Publishers
6157149;DEVIL ON HORSEBACK;Holt Victoria;1979;HarperCollins Publishers
6157629;4:50 From Paddington;Agatha Christie;1992;HarperCollins Publishers
6157688;Grave Mistake;Ngaio Marsh;1979;HarperCollins Publishers Inc
6161529;Vintage Murder;Ngaio Marsh;Unknown;Harpercollins Publisher
6163041;Bahama Crisis Uk;Desmond Bagley;Unknown;Fontana/ Collin
6163831;One Tree;Stephen Donaldson;Unknown;Harpercollins Uk
6164188;The River Running;Charles Gidley;1984;HarperCollins Publishers
6164587;A Breed of Heroes;Alan Judd;1988;HarperCollins Publishers
6164625;Family Affairs;Catherine Gaskin;1987;HarperCollins Publishers
6164900;A Ravel of Waters;Geoffrey Jenkins;1986;HarperCollins Publishers
6165109;The Eighteenth Fontana Book of Great Ghost Stories;R. Chetwynd-Hayes;1982;HarperCollins Publishers
6165966;A Loss of Heart;Robert McCrum;1982;HarperCollins Publishers
6166598;A Kind of Anger;Eric Ambler;1986;HarperCollins Publishers
6166881;Paths of Fortune;Susan Moore;1984;HarperCollins Publishers
6167071;LONG PURSUIT;Jon Cleary;1988;HarperCollins Publishers
6168663;Triple Factor;Owen Sela;1984;HarperCollins Publishers
6168760;Spearfield's Daughter;Jon Cleary;1983;HarperCollins Publishers
6170056;Nemesis;Agatha Christie;Unknown;Harpercollins Publisher
6170218;The Phoenix Tree;Jon Cleary;1985;HarperCollins Publishers
6170552;A Season of Mists;Sarah Woodhouse;1985;HarperCollins Publishers
6171788;The Killing Anniversary;Ian St James;1987;HarperCollins Publishers
6171966;In Honour Bound;Gerald Seymour;1987;HarperCollins Publishers
6171982;Sharpes Honor;Bernard Cornwell;Unknown;William Collins Pty Ltd
6172504;Juggernaut;Desmond Bagley;Unknown;Harpercollins Uk
6173284;The Bad and the Beautiful;Vera Cowie;1986;HarperCollins Publishers
6173373;A Semi-detached Woman;Polly Graham;1988;HarperCollins Publishers
6173438;PROPHET OF LAMATH;Robert Don Hughes;1987;HarperCollins Publishers
6173454;POWER AND THE PROPHET;Robert Don Hughes;1987;HarperCollins Publishers
6173527;Armada;Charles Gidley;1988;HarperCollins Publishers
6174094;The Fourth King;Glen Petrie;1987;HarperCollins Publishers
6174116;DRAGONS TEETH;David Fraser;1988;HarperCollins Publishers
6174450;The Seizure;David Fraser;1989;HarperCollins Publishers
6174817;Dragons at the Party;Jon Cleary;1988;HarperCollins Publishers
6174841;Glitter Baby;Susan Elizabeth Phillips;1987;HarperCollins Publishers
6175317;The Claws of the Gryphon;Peter Turnbull;1988;HarperCollins Publishers
6175465;The Juniper Bush;Audrey Howard;1988;HarperCollins Publishers
6175473;The Land God Made in Anger;John Gordon Davis;1990;HarperCollins Publishers
6176089;The Well of Time;Tom Henighan;1988;HarperCollins Publishers
6176100;Trapp and World War III;Brian Callison;1989;HarperCollins Publishers
6176267;The Unorthodox Murder of Rabbi Moss;Josef Telushkin;1988;HarperCollins Publishers
6176453;The Honey Ant;Duncan Kyle;1989;HarperCollins Publishers
6176550;McAuslan in the Rough;George MacDonald Fraser;1996;Acacia Press, Inc.
6176607;Justice;Ian St James;1989;HarperCollins Publishers
6176682;Candle in the Wind;Peter Essex;1990;HarperCollins Publishers
6176747;Medusa;Hammond Innes;Unknown;Fontana Paperbacks
6176909;House of Cards;Michael Dobbs;1990;Fontana/Collins
6176992;Tea at Gunter's;Pamela Haines;1989;HarperCollins Publishers
6177018;The Lands of the Sea;Edwin Mullins;1989;HarperCollins Publishers
6177379;Secrets;Vera Cowie;1990;HarperCollins Publishers
6177409;A Song at Twilight;Bryan Forbes;1990;HarperCollins Publishers
6177476;Shadow of the Titan;Alan Fenton;1990;HarperCollins Publishers
6177492;Home Run;Gerald Seymour;1990;HarperCollins Publishers
6177972;Rachels's Way;Connie Monk;1990;HarperCollins Publishers
6178316;Flights;Jim Shepard;1990;HarperCollins Publishers
6178499;"Alistair MacLean's \Red Alert\""""";Alastair MacNeill;1991;Fontana Press
6179223;King's Oak;Anne Rivers Siddons;1992;HarperCollins Publishers
6179401;The Winds of the Wastelands (Perilous Quest for Lyonesse);Antony Swithin;1992;Fontana Press
6179983;Ferry Down-Voyage To Disaster;Callison;1999;Trafalgar Square
6198228;Youth Ministry Encyclopedia;Lyman Coleman;1985;Pub Group West
6240038;Why am I afraid to love?;John Joseph Powell;1975;Fontana
6248357;A Book of Comfort: An Anthology;Elizabeth Goudge;1980;HarperCollins Publishers
6253725;Yours Faithfully: Collected Radio Talks;Gerald Priestland;1981;HarperCollins Publishers
6254187;Audacity to Believe;Sheila Cassidy;1984;HarperCollins Publishers
6255450;The Sacrament of the Present Moment;Jean-Pierre de Caussade;1981;HarperCollins Publishers
6268501;Dear God Most of the Time Your Quite Nice;Maggie Durran;1985;HarperCollins Publishers
6269281;First and Second Things: Essays on Theology and Ethics;C.S. Lewis;1985;HarperCollins Publishers
6269818;Open to God: The Franciscan life (Fount paperbacks);Bernard;1986;Collins
6270182;The Dead Sea Scrolls, 1947-1969;Edmund Wilson;1985;HarperCollins Publishers Inc
6271197;Anna's Book;Anna;1987;HarperCollins Publishers
6273297;Letters of C.S. Lewis;C. S Lewis;1988;Fount
6273637;Heart of Joy;Mother Teresa of Calcutta;1988;HarperCollins Publishers Inc
6275192;Awareness;Anthony De Mello;1997;Zondervan Publishing Company
6276199;Alien at St Wilfred's;Adrian Plass;1999;Zondervan
6276482;Wise Before Their Time: People With AIDS and Hiv Talks About Their Lives;Ann Richardson;1992;Harpercollins
6278574;A Whisper Will Be Heard;Philip Crowe;1995;Harpercollins
6278663;Number One Millbank;Terry Lovell;1997;Zondervan
6278728;Soul Survivor;Liz Barr;1994;HarperCollins Publishers Inc
6278841;The Diary of a Country Priest;George Barnarnos;1994;HarperCollins Publishers Inc
6279252;Till Faith Us Do Part;Jonathan A. Romain;1996;Fount
6279295;Scene and Hird: Autobiography 1911-1974;Thora Hird;1995;HarperCollins Publishers Inc
6279759;Selected Writings (Fount Classics);Gerard Manley Hopkins;1996;Zondervan
6279945;Poems: Emily Bronte (Fount Classics);Emily Bronte;1996;Harpercollins
6280323;Spiritual Writings Selected Poems and Pros (Fount Classics);Samuel Taylor Coleridge;1997;Zondervan
6280358;Shape of Living, The;David Ford;1997;Harper Collins - UK
6280625;Most This Amazing Day;Nigel Watts;1998;Zondervan
6280803;Kundun;Mary Craig;1998;Fount
6280838;Surprised By Joy;Lewis Cs;Unknown;Fount/harpercollins
6281257;The Times Book of Church Cats;Richard Surman;2001;Trafalgar Square
6281443;The Puzzle of Ethics;Peter Vardy;1999;Fount
6281729;Celebrating Life: Finding Happiness in Unexpected Places;Jonathan Sacks;2000;Fount
6281745;Shopping for God: A Sceptic's Search for Value in Britain's Spiritual Marketplace;Roland Howard;2002;Trafalgar Square
6323154;Stonehenge Decoded;Gerald S Hawkins;Unknown;Delta Book Co
6326587;Income, spending and the price level (Fontana introduction to modern economics);A. G Ford;1971;Fontana
6329101;Life in Lakes and Rivers (The Fontana New Naturalist);Thomas Townley MacAn;1977;HarperCollins Publishers
6329497;Plantagenets;John Harvey;Unknown;Fontana/ Collin
6329527;The Stuarts: A study in English kingship (British monarchy series);J. P Kenyon;1970;Fontana
6329535;Hanover to Windsor;Roger Fulford;Unknown;Collins Publications
6331947;Insect natural history (Fontana new naturalist);Augustus Daniel Imms;1973;Collins
6337619;Women as mothers;Sheila Kitzinger;1978;Fontana
6338267;The File on the Tsar;Anthony Summers;1981;HarperCollins Publishers
6338445;Depression;Jack Dominian;1976;Fontana
6339336;Carve Her Name with Pride;R.J. Minney;1983;HarperCollins Publishers
6341616;Beasts in My Belfry;Gerald Durrell;1980;HarperCollins Publishers
6345530;Rosy Is My Relative;Gerald Durrell;1989;HarperCollins Publishers
6345549;Two In the Bush;Gerald Durrell;Unknown;Penguin Uk
6351484;Eva Peron;John Barnes;1982;HarperCollins Publishers
6352537;Ireland: A social and cultural history, 1922-79 (Fontana paperbacks);Terence Brown;1981;Fontana
6356702;EUROPE CRISIS 1598-1648 (Fontana History of Europe);Geoffrey Parker;1979;HarperCollins Publishers
6357032;Testament of Youth;Vera Brittain;Unknown;Fontana Paperbacks
6359329;The I.R.A (Fontana paperbacks);Tim Pat Coogan;1980;Fontana
6361862;Testament of Experience;Vera Brittain;Unknown;Virago Press Limited
6363113;Queen of Shaba: The Story of an African Leopard;Joy Adamson;1981;HarperCollins Publishers
6363121;The Picnic and Suchlike Pandemonium;Gerald Durrell;1981;HarperCollins Publishers
6364276;A Book of Railway Journeys;Ludovic Kennedy;1983;HarperCollins Publishers
6364896;An English Madam: The Life and Work of Cynthia Payne;Paul Bailey;1987;HarperCollins Publishers
6364977;What Do Women Want?;Susie Orbach;1984;HarperCollins Publishers
